"","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"12884","GAN",0.71176839218746,3.90704451603214,4.04312887822123,8.40671682470292e-05,0.0326868435084131,1.25453197976113
"3004","GHRL",-2.22475307178905,-2.06758433110527,-3.9962710483438,0.000100589929993255,0.0382420560516581,0.389544462374806
"7026","SSPO",-1.34109260596598,2.68267350727058,-3.98345732581251,0.000105621488543771,0.0382635050169564,1.10942454625716
"11330","SIX1",-1.81248214646796,3.52479761527793,-3.9795171547538,0.000107216292813117,0.0382635050169564,1.05222695600796
"8002","FAM206A",-0.464375833754893,5.04808813364177,-3.97917439874714,0.000107356104793892,0.0382635050169564,0.965207431935223
"3277","ZMYND10",-1.61105632648252,2.08552175834174,-3.95954628915471,0.000115658827020487,0.0396734929509809,1.02015403063736
"12256","CHTF18",-1.21301925732821,5.08746873705826,-3.95751405323557,0.000116552584316869,0.0396734929509809,0.910445017714568
"4560","NKD2",-1.46970939112118,2.48179568329965,-3.94926402728003,0.000120248876721082,0.0396734929509809,0.990109004240162
"14837","U2AF1L4",-0.881222964537149,3.92786315725787,-3.94851897894168,0.000120588124471066,0.0396734929509809,0.93845811840204
"3632","DBR1",-0.560029905854308,4.20417130544219,-3.92952917769145,0.00012954893387714,0.0418174181277381,0.837714163403739
"3543","MUC13",2.91217683137793,0.88420613023146,3.91484183170404,0.000136910511103065,0.0433752782213193,0.836140827532149
"7792","TLN1",0.491659483850652,8.13068021769159,3.90461929590324,0.00014226732519258,0.0442528981708118,0.686265729291363
"11153","ZFHX2",-1.15445085858416,2.17063151526818,-3.89402334091761,0.000148029927160204,0.0452231427474424,0.806910554501473
"12505","COG7",-0.56292059414633,5.87725183733025,-3.87981977170105,0.000156103441320672,0.0468529416511237,0.606476806258408
"14460","CERS4",-1.04198621550534,5.64093815729185,-3.87062205025263,0.000161552997419658,0.0476525634457845,0.581783501955414
"1515","C4BPA",-2.57246417283386,1.55619249288959,-3.86064899100474,0.000167666059088225,0.0486174735403621,0.630399720287441
"1099","DCST2",-1.29096167436184,1.94716724999022,-3.85219784657902,0.000173017661235681,0.0486964440571701,0.667411930528338
"6252","SUN1",0.514618473352794,7.21980915217879,3.8512448280622,0.000173631230271649,0.0486964440571701,0.495318469454672
"1141","PAQR6",-1.47535283355768,3.70582490444919,-3.83896396157009,0.000181725076629378,0.0495290882192869,0.587196939333599
"10335","PDE1B",1.03185719182211,2.8916619039627,3.83446092773691,0.000184781638754692,0.0495290882192869,0.566971584627316
"14450","CTD-3193O13.9",-1.02317735812556,4.64517966992993,-3.83028570844507,0.000187659244835664,0.0495290882192869,0.493935329169998
"14285","PCSK4",-1.13795442137088,3.1810249934153,-3.82408993729284,0.00019200795564074,0.0495290882192869,0.555304850166406
"12450","XYLT1",0.94549546530464,3.68106069054073,3.82321521560971,0.000192629559871441,0.0495290882192869,0.463965411056234
"14378","PLIN5",-2.04483774680881,3.92488546874027,-3.82133720149204,0.000193970593330151,0.0495290882192869,0.523289652973457
