sample	Signature 1	Signature 2	Signature 13	Signature 15	Signature 5	Signature 12
MGH1006_1	0.2709908187389374	0.005305747	0.022497259080410004	0.11261286586523056	0.5885932445526123	0
MGH1006_2	0.2604828476905823	0.018708283081650734	0	0.07725054	0.6435583233833313	0
MGH1006_3	0	0	0	0.09388876	0.5265694260597229	0.3795418441295624
MGH1006_4	0	0	0	0.2219870388507843	0.7780129909515381	0
MGH1006_5	0.081306666	0.020372509956359863	0	0.055306345	0.7690872550010681	0.073927321
MGH1009_1	0.34961244463920593	0.005895825	0	0.091711916	0.5527798533439636	0
MGH1009_2	0.20866481959819794	0	0	0.093134902	0.35773929953575134	0.34046095609664917
MGH1009_3	0.20269370079040527	0.004054867	0	0.063606791	0.680588961	0.049055725
MGH1009_4	0.069088466	0	0.091866128	0.10446448624134064	0.7345809936523438	0
MGH1009_5	0	0.4842577576637268	0	0.5157421827316284	0	0
MGH1009_6	0	0.069275655	0	0	0	0.9307243227958679
MGH1015_1	0.3507862389087677	0.010998368263244629	0.022535109892487526	0	0.6156806349754333	0
MGH1015_2	0.38436728715896606	0.081016995	0.22698712348937988	4.988864981048011e-30	0.3076285123825073	0
MGH1015_3	0.11138800531625748	0	0.044932611	0.591130257	0	0.25254911184310913
MGH1015_4	0.1531699150800705	0.031290155	0.022175753489136696	0.002920306	0.7904437780380249	0
MGH1030_1	0.2824840247631073	0.006602235	0.021386880427598953	0.008277157	0.6812492609024048	0
MGH1030_2	0.068926372	0.020415992	0	0.4911706745624542	0.41948694	0
MGH1030_3	0.062329258769750595	0.007197045	0	0	0.9304736852645874	0
MGH1030_4	0.063345633	0.002803553	0.018280445	0	0.6582292318344116	0.2573413550853729
MGH1041_1	0.3958069682121277	0.008229627	0.007731137	0.017468824982643127	0.5707635879516602	0
MGH1041_2	0	0.35117796063423157	0	0	0	0.6488220691680908
MGH1041_3	0.34929773211479187	0.025553811341524124	0	0.016657002	0.6084914207458496	0
MGH1041_4	0.29377543926239014	0.046726823	0.010241989	0	0.6492556929588318	0
MGH1041_5	0	0.31646597385406494	0	0	0	0.6835339665412903
MGH1041_6	0.184888557	0.015644763	0.021328721195459366	0	0.7781379222869873	0
MGH1041_7	0.30910053849220276	0.053239048	0	0.22289718687534332	0.4147631824016571	2.802596928649634e-45
MGH1041_8	0.26295119524002075	0.019295427948236465	0	0.029225569	0.6885277628898621	0
MGH1099_1	0.4499099552631378	0	0.008496268	0	0.541593075	0
MGH1099_3	0.1942511349916458	0.044693492352962494	0	0.08160682	0.6794485449790955	0
MGH1099_5	0.30555424094200134	0.031069241	0.055426493	0.5473073124885559	0.060642734	0
MGH1101_1	0.36764585971832275	0.010417412035167217	0.007924784	0.078677773	0.5353347659111023	0
MGH1101_2	0.6335674524307251	0	0	0.36643263697624207	0	0
MGH1101_3	0.091874242	0	0.006638282	0.006649197	0.6759532690048218	0.21888524293899536
MGH1101_4	0.9331408143043518	0	0.066859178	0	0	0
MGH1101_5	0.3284309208393097	0	0	0.334089994	0.3374790847301483	0
MGH1108_1	0.44981691241264343	0.018831886	0	0	0.5313513278961182	0
MGH1108_2	0.27150020003318787	0.001645286	0.012770442	0	0.5336403250694275	0.18044370412826538
MGH1108_3	0.7988626956939697	0	0	0.20113736391067505	0	0
MGH1108_4	0.7763515114784241	0.025684619322419167	0.041206222	0	0.15675759315490723	0
MGH1108_5	0.2836989462375641	0.13910828530788422	0.22946664690971375	0.3477261960506439	6.565625118777098e-15	0
MGH1108_6	0.3713456392288208	0.13132242858409882	0.3924783766269684	0	0.10485406965017319	0
MGH1108_7	0.5629985332489014	0.099347375	0.19695648550987244	0.042370397597551346	0.086874969	0.011452232487499714
MGH1108_8	0.6759461760520935	0.15717069804668427	0.16688311100006104	0	0	0
MGH1108_9	0.6648844480514526	0.067507669	0.26760783791542053	0	0	0
MGH1112_1	0.3394704759120941	0	0.025158571	0.038627345114946365	0.596743643	0
MGH1112_2	0.142645001	0.000823599	0	3.6092064011073175e-34	0.8565312027931213	0
MGH1112_3	0.12697097659111023	0	0.0667767	0.2325390726327896	0.5737133622169495	0
MGH1112_4	0.3357178568840027	0	0	0.063497849	0.6007842421531677	0
MGH1112_5	0.24199515581130981	0.018297307193279266	0	0	0.7397075295448303	0
MGH1112_6	0	0.008273073	0.075747743	0.20846493542194366	0.7075142860412598	0
MGH1173_1	0.3549937903881073	0	0.011119825765490532	0.064868331	0.5690181255340576	0
MGH1173_2	0	0.036287431	0	0.22124458849430084	0.7210424542427063	0.021425426
MGH1173_3	0.47189104557037354	0	0	1.2611686178923354e-44	0.5281090140342712	0
MGH1328_1	0.3344067633152008	0.036187243	0.067263864	0	0.5621435046195984	0
MGH1328_2	0	0.2646501958370209	0	0	0	0.7353497743606567
MGH1328_3	0	0.002560329	0.054548222571611404	0	0.9428914785385132	0
MGH1328_4	0.2144700437784195	0.16584208607673645	0.1710938662290573	0.44859403371810913	0	0
MGH1573_1	0.28006690740585327	0	0	0	0.7199330925941467	0
MGH1573_2	0.034429363906383514	0.067715853	0	0.060934417	0.83692044	0
MGH1573_3	0.11065095663070679	0	0	0.6308557391166687	0.25849324464797974	0
MGH1573_4	0.018004681915044785	0.028795534744858742	0	0.054882284	0.8983175754547119	0
MGH1573_5	0	0	0	0.096919775	0.9030802249908447	0
Space_MGH0001_1	0	0	0	0	0	
Space_MGH0001_2	0	0	0	0	0	
Space_MGH0001_3	0	0	0	0	0	
Space_MGH0001_4	0	0	0	0	0	
Space_MGH0002_1	0	0	0	0	0	
Space_MGH0002_2	0	0	0	0	0	
Space_MGH0002_3	0	0	0	0	0	
Space_MGH0002_4	0	0	0	0	0	
Space_MGH0003_1	0	0	0	0	0	
Space_MGH0003_2	0	0	0	0	0	
Space_MGH0003_3	0	0	0	0	0	
Space_MGH0003_4	0	0	0	0	0	
Space_MGH0004_1	0	0	0	0	0	
Space_MGH0004_2	0	0	0	0	0	
Space_MGH0004_3	0	0	0	0	0	
Space_MGH0004_4	0	0	0	0	0	
Space_MGH0005_1	0	0	0	0	0	
Space_MGH0005_2	0	0	0	0	0	
Space_MGH0005_3	0	0	0	0	0	
Space_MGH0005_4	0	0	0	0	0	
Space_MGH0006_1	0	0	0	0	0	
Space_MGH0006_2	0	0	0	0	0	
Space_MGH0006_3	0	0	0	0	0	
Space_MGH0006_4	0	0	0	0	0	
Space_MGH0007_1	0	0	0	0	0	
Space_MGH0007_2	0	0	0	0	0	
Space_MGH0007_3	0	0	0	0	0	
Space_MGH0007_4	0	0	0	0	0	
Space_MGH1005_1	0	0	0	0	0	
Space_MGH1005_2	0	0	0	0	0	
Space_MGH1005_3	0	0	0	0	0	
Space_MGH1005_4	0	0	0	0	0	
Space_MGH1006_1	0	0	0	0	0	
Space_MGH1006_2	0	0	0	0	0	
Space_MGH1006_3	0	0	0	0	0	
Space_MGH1006_4	0	0	0	0	0	
Space_MGH1009_1	0	0	0	0	0	
Space_MGH1009_2	0	0	0	0	0	
Space_MGH1009_3	0	0	0	0	0	
Space_MGH1009_4	0	0	0	0	0	
Space_MGH1015_1	0	0	0	0	0	
Space_MGH1015_2	0	0	0	0	0	
Space_MGH1015_3	0	0	0	0	0	
Space_MGH1015_4	0	0	0	0	0	
Space_MGH1030_1	0	0	0	0	0	
Space_MGH1030_2	0	0	0	0	0	
Space_MGH1030_3	0	0	0	0	0	
Space_MGH1030_4	0	0	0	0	0	
Space_MGH1041_1	0	0	0	0	0	
Space_MGH1041_2	0	0	0	0	0	
Space_MGH1041_3	0	0	0	0	0	
Space_MGH1041_4	0	0	0	0	0	
Space_MGH1099_1	0	0	0	0	0	
Space_MGH1099_2	0	0	0	0	0	
Space_MGH1099_3	0	0	0	0	0	
Space_MGH1099_4	0	0	0	0	0	
Space_MGH1101_1	0	0	0	0	0	
Space_MGH1101_2	0	0	0	0	0	
Space_MGH1101_3	0	0	0	0	0	
Space_MGH1101_4	0	0	0	0	0	
Space_MGH1108_1	0	0	0	0	0	
Space_MGH1108_2	0	0	0	0	0	
Space_MGH1108_3	0	0	0	0	0	
Space_MGH1108_4	0	0	0	0	0	
Space_MGH1112_1	0	0	0	0	0	
Space_MGH1112_2	0	0	0	0	0	
Space_MGH1112_3	0	0	0	0	0	
Space_MGH1112_4	0	0	0	0	0	
Space_MGH1173_1	0	0	0	0	0	
Space_MGH1173_2	0	0	0	0	0	
Space_MGH1173_3	0	0	0	0	0	
Space_MGH1173_4	0	0	0	0	0	
Space_MGH1573_1	0	0	0	0	0	
Space_MGH1573_2	0	0	0	0	0	
Space_MGH1573_3	0	0	0	0	0	
Space_MGH1573_4	0	0	0	0	0	
